Product,Category,Price_Now,Price_Before,Discounts %,Stock,Rating,Voters,Qualification %
"Acer Predator Helios 300 PH315-54-760S laptop con Intel i7-11800H, NVIDIA GeForce RTX 3060, pantalla IPS Full HD de 15.6 pulgadas, 144 Hz, 3 ms, 16 GB DDR4, SSD de 512 GB, Killer WiFi 6, teclado RGB",ACER,1210.29,1225.6,1.2,Con stock completo,4.6,3649.0,92.0
"Apple MacBook Air 2017 con 1.8 GHz Core i5 (8 GB de RAM, SSD de 256 GB, 13 pulgadas, MQD42LL, A), plateado (renovado)",APPLE,389.0,401.2,3.0,Solo queda(n) 8 en stock,4.2,784.0,84.0
"Lenovo IdeaPad Laptop de 15.6 pulgadas, pantalla HD antirreflejos, procesador AMD de doble núcleo, 20 GB RAM 1 TB SSD, WiFi6 Bluetooth5, batería de 9.5 horas, accesorios Windows 11 + GM",LENOVO,398.0,450.3,11.6,Con stock completo,4.4,9.0,88.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,471.2,10.9,Con stock completo,3.8,37.0,76.0
"Acer Laptop delgada Aspire 5 de 15.6 pulgadas FHD IPS 2023, Intel Core i3-1115G4(hasta 4.1 GHz), 20 GB de RAM, 512 GB NVMe SSD, WiFi 6, USB, RJ-45, cámara web, Amazon Alexa, Windows 11 S, con accesorios GM",ACER,419.0,466.1,10.1,Con stock completo,4.4,603.0,88.0
"Coolby Laptop con Windows 11 2023, pantalla IPS de 15.6 pulgadas, pantalla IPS de 1920 x 1080, 12 GB DDR4 RAM ,  256 GB SSD, procesador Intel J4125 Quad-Core, compatible con WiFi de 2.4G, 5G, BT, teclado de tamaño completo",COOLBY,319.0,341.1,6.5,Con stock completo,4.4,28.0,88.0
"Laptop HP 2020 HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, 4 GB DDR4, 64 GB de almacenamiento eMMC, WiFi 5, cámara web, HDMI, Windows 10 S , Accesorios legendarios (compatible con Google Classroom o Zoom) (oro rosa)",HP,319.99,337.5,5.2,Con stock completo,4.5,2587.0,90.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",RUZAVA,209.99,239.9,12.5,Con stock completo,3.9,6.0,78.0
"HP Portátil de 15.6 pulgadas, gráficos Intel Iris Xe, procesador Intel Core de 12ª generación, 8 GB de RAM, SSD de 256 GB, pantalla Full HD diagonal, Windows 11 Home, micrófonos de matriz doble, Wi-Fi 6 (15-dy5024nr, 2022)",HP,432.02,485.6,11.0,Solo queda(n) 9 en stock,4.4,3161.0,88.0
"Acer Portátil Aspire 5, pantalla FHD de 15.6 pulgadas, Intel Core i7-1165G7, 20 GB de RAM, SSD PCIe de 1 TB, cámara web, teclado retroiluminado, lector de huellas dactilares, HDMI, Wi-Fi 6, Windows 11 Home, negro",ACER,829.0,850.2,2.5,Con stock completo,4.4,126.0,88.0
"ASUS Vivobook 2023 - Portátil delgado con pantalla táctil FHD de 15.6 pulgadas, Intel Core i3-1115G4 hasta 3.9 GHz, 20 GB de RAM, SSD PCIE de 1 TB, HDMI, huella digital, KB retroiluminado, Windows 11S, accesorios Grey+ GM",ASUS,529.0,580.4,8.9,Con stock completo,4.4,63.0,88.0
"HP Laptop HD de 14 pulgadas, Windows 11, procesador Intel Celeron de doble núcleo de hasta 2.60 GHz, 4 GB de RAM, SSD de 64 GB, cámara web, rosa Dale (renovado) (azul dale)",HP,219.0,236.5,7.4,Con stock completo,4.1,750.0,82.0
"Portátil Premium 2020 HP 15 de 15.6 pulgadas, pantalla táctil HD",HP,533.0,579.9,8.1,Con stock completo,4.5,2041.0,90.0
"Dell Laptop Inspiron 3511 2022, pantalla táctil FHD de 15.6 pulgadas, Intel Core i5-1135G7, 16 GB DDR4 RAM, 512 GB PCIe SSD, lector de tarjetas SD, cámara web, HDMI, Wi-Fi, Windows 11 Home, negro",DELL,537.0,584.9,8.2,Con stock completo,4.1,91.0,82.0
"Samsung Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Processor N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US",SAMSUNG,615.73,628.8,2.1,Con stock completo,4.4,2433.0,88.0
"HP Portátil de 15.6 pulgadas, procesador Intel Core i5-1135G7, gráficos Intel Iris Xe, pantalla antirreflejos FHD de 15.6 pulgadas, listo para reuniones en línea, HDMI, Wi-Fi y Bluetooth, Windows 11 Home (16 GB de RAM ,  SSD de 1 TB)",HP,599.0,646.4,7.3,Con stock completo,4.8,13.0,96.0
"Apple MacBook Pro M1 chip 8GB memoria unidad de estado sólido SSD de 256GB, gris espacial (renovado).",APPLE,924.99,964.0,4.0,Solo queda(n) 1 en stock,4.5,287.0,90.0
"Apple MacBook Pro 2021 (16 pulgadas, chip Apple M1 Max con CPU de 10 núcleos y GPU de 32 núcleos, 32 GB de RAM, 1 TB SSD), color Space Gray.",APPLE,2998.0,3022.5,0.8,Con stock completo,4.7,1299.0,94.0
"Lenovo Chromebook Flex 3 2022 con pantalla táctil, 2 en 1 HD de 11.6 pulgadas para laptop de negocios y estudiantes, CPU MT8183, LPDDR3 de 4 GB, eMMC de 64 GB, cámara web, azul, Chrome OS, tarjeta USB de 32 GB",LENOVO,199.0,224.3,11.3,Con stock completo,4.5,118.0,90.0
"MSI Stealth 17 Studio 17.3"" QHD 240Hz Gaming Laptop: Intel Core i9-13900H, RTX 4080, 32GB DDR5, 1TB NVMe SSD, Thunderbolt 4, USB-tipo C, Cooler Boost Trinity+, Win11 Home: Core Black A13VH-053US",MSI,2799.0,2849.5,1.8,Con stock completo,4.2,845.0,84.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",RUZAVA,209.99,254.8,17.6,Con stock completo,4.8,13.0,96.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Red",RUZAVA,209.99,220.7,4.8,Con stock completo,4.6,6.0,92.0
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",HP,539.0,575.4,6.3,Solo queda(n) 1 en stock,4.3,50.0,86.0
"HP Laptop de 15.6 pulgadas (Intel Pentium Quad-Core N5000, 4 GB de RAM, SSD de 128 GB, HDMI, WiFi, Bluetooth, cámara web HD, Windows 10 S) (renovado)",HP,249.99,294.2,15.0,Solo queda(n) 1 en stock,4.4,1299.0,88.0
"ASUS Chromebook C203XA - Laptop resistente y resistente a derrames, 11.6 pulgadas HD, 180 grados, procesador MediaTek Quad-Core, 4 GB de RAM, 32 GB eMMC, durabilidad MIL-STD 810G, gris oscuro, educación, Chrome OS, C203XA-YS02-GR",ASUS,134.0,159.7,16.1,Con stock completo,4.3,506.0,86.0
"ASUS VivoBook 14 Computadora portátil, pantalla IPS FHD de 14 pulgadas, procesador Intel Core i3-1115G4, DDR4 de 4 GB, SSD PCIe de 128 GB, lector de huellas dactilares, Windows 11 Home en modo S, gris pizarra, F415EA-AS31",ASUS,263.61,281.5,6.4,Con stock completo,4.4,422.0,88.0
"Lenovo 2022 IdeaPad Flex 3 11.6"" HD 2 en 1 pantalla táctil Chromebook (8 núcleos MediaTek MT8183, 4 GB de RAM, 64 GB eMMC, Stylus, cámara web) portátil convertible para educación en el hogar, bolígrafo de computadoras IST, Chrome OS",LENOVO,192.9,217.1,11.2,Con stock completo,4.6,99.0,92.0
"Dell Inspiron 14 Plus 7420 Laptop - 14 pulgadas, 2.2K 16:10, Intel Core i7-12700H, 16 GB DDR5 RAM, 1 TB SSD, Intel Iris Xe, 2 años Onsite + Antivirus, Migrate, Windows 11 Pro + Office 365 - Azul Atlántico",DELL,615.73,657.8,6.4,Con stock completo,4.1,123.0,82.0
"Apple MacBook Pro de finales de 2019 con Intel Core i7 de 2.6 GHz (16 pulgadas, 16 GB de RAM, 512 GB) gris espacial (renovado)",APPLE,1018.99,1062.2,4.1,Solo queda(n) 13 en stock,4.3,521.0,86.0
"HP Pavilion Laptop (modelo 2022), pantalla HD de 15.6 pulgadas, procesador Intel Celeron Quad-Core, 16 GB DDR4 RAM, SSD de 1 TB, conferencias en línea, cámara web, HDMI, WiFi, Bluetooth, Windows 11",HP,469.0,505.2,7.2,Con stock completo,4.3,288.0,86.0
"Lenovo Laptop de 15.6 pulgadas con Intel i5-1235U, IdeaPad 1i, pantalla antirreflejos FHD de 15.6 pulgadas, procesador Intel Core i5-1235U de 10 núcleos, gráficos Intel Iris Xe, Windows 11 Home (16 GB RAM ,  SSD de 1 TB)",LENOVO,599.0,641.2,6.6,Con stock completo,4.0,13.0,80.0
"Lenovo IdeaPad 1 14 portátil, pantalla HD de 14.0 pulgadas, Intel Celeron N4020, 4 GB de RAM, 64 GB de almacenamiento, gráficos Intel UHD 600, Win 11 en modo S, gris nube",LENOVO,168.0,184.8,9.1,Con stock completo,4.2,55.0,84.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,451.5,7.0,Con stock completo,3.8,37.0,76.0
"Acer Laptop delgada Aspire 5 de 15.6 pulgadas FHD IPS 2023, Intel Core i3-1115G4(hasta 4.1 GHz), 20 GB de RAM, 512 GB NVMe SSD, WiFi 6, USB, RJ-45, cámara web, Amazon Alexa, Windows 11 S, con accesorios GM",ACER,419.0,439.4,4.6,Con stock completo,4.4,603.0,88.0
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",LENOVO,219.0,229.7,4.7,Con stock completo,4.0,29.0,80.0
"Coolby Laptop con Windows 11 2023, pantalla IPS de 15.6 pulgadas, pantalla IPS de 1920 x 1080, 12 GB DDR4 RAM ,  256 GB SSD, procesador Intel J4125 Quad-Core, compatible con WiFi de 2.4G, 5G, BT, teclado de tamaño completo",COOLBY,319.0,334.5,4.6,Con stock completo,4.4,28.0,88.0
"HP Laptop con pantalla táctil HD de 15.6 pulgadas, Intel Core i5-1155G7 (Beat i7-1065G7), 32 GB de RAM - SSD PCie de 1 TB, gráficos Intel Iris Xe, almohadilla numérica, Bluetooth 5, batería de larga duración, Windows 11 Home, color plateado",HP,699.99,714.4,2.0,Solo queda(n) 18 en stock,3.1,261.0,62.0
"Lenovo IdeaPad 1 14 portátil, pantalla HD de 14.0 pulgadas, Intel Celeron N4020, 4 GB de RAM, 64 GB de almacenamiento, gráficos Intel UHD 600, Win 11 en modo S, gris nube",LENOVO,168.0,180.9,7.1,Solo queda(n) 19 en stock,4.2,55.0,84.0
"Laptop para juegos MSI GF63 de alta calidad, pantalla FHD de bisel delgado de 15.6 pulgadas, Intel Quad-Core i5-10300H, 16 GB de RAM, 1 TB SSD, GeForce GTX 1650 4GB, teclado retroiluminado, Windows 10",MSI,705.0,739.6,4.7,Solo queda(n) 10 en stock,4.4,192.0,88.0
"Apple MacBook Pro 2019 con Intel Core i9 de 2.3 GHz (16 pulgadas, 16 GB de RAM, almacenamiento de 1 TB) gris espacial (renovado)",APPLE,1138.73,1177.8,3.3,Con stock completo,4.3,313.0,86.0
"ASUS Chromebook CX1, pantalla Full HD NanoEdge de 15.6 pulgadas, procesador Intel Celeron N3350, almacenamiento eMMC de 64 GB, 8 GB de RAM, Chrome OS, plateado transparente, CX1500CNA-AS84F",ASUS,249.99,287.7,13.1,Con stock completo,4.1,287.0,82.0
"Laptop Dell Inspiron 3000 2022, pantalla retroiluminada LED HD de 15.6, procesador Intel Celeron N4020, 8 GB DDR4 RAM, 128 GB PCIe SSD, listo para reuniones en línea, cámara web, WiFi, HDMI, Bluetooth, Win10 Home, negro",DELL,337.0,381.5,11.7,Solo queda(n) 20 en stock,4.3,471.0,86.0
"ASUS VivoBook 15 F515 Laptop con pantalla FHD de 15.6 pulgadas, CPU Intel i3-1115G4, RAM DDR4 de 8 GB, SSD de 128 GB, Windows 11 Home en modo S, gris pizarra, F515EA-AH34",ASUS,320.0,334.2,4.2,Solo queda(n) 10 en stock,4.4,347.0,88.0
"Portátil HP Premium de 14 pulgadas HD delgado y ligero, procesador Intel Quad-Core, 16 GB de RAM, almacenamiento de 64 GB, cámara web, Bluetooth, HDMI, Wi-Fi, oro rosa, Windows 11 + 1 año Microsoft 365",HP,369.0,385.1,4.2,Con stock completo,4.2,331.0,84.0
"Dell Laptop Inspiron 15 3511, pantalla táctil FHD de 15.6 pulgadas, Intel Core i5-1035G1, 32 GB de RAM, 1 TB PCIe NVMe M.2 SSD, lector de tarjetas SD, cámara web, HDMI, WiFi, Windows 11 Home, negro",DELL,585.0,597.3,2.1,Solo queda(n) 12 en stock,4.5,103.0,90.0
"HP Laptop HD 2022 Stream de 14 pulgadas, procesador Intel Celeron N4120, 4 GB de RAM, 64 GB de almacenamiento eMMC, cámara web HD, HDMI, Wi-Fi, Bluetooth, oro rosa, Office 365 1 año, Windows 11 S, tarjeta USB SnowBell de 32 GB",HP,289.0,332.2,13.0,Con stock completo,4.4,60.0,88.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",RUZAVA,209.99,223.4,6.0,Con stock completo,3.9,6.0,78.0
"HP ProBook 445 G8 14"" FHD (1920x1080), laptop de negocios, Ryzen5 5600U (6 núcleos), 16GB RAM, SSD de 512GB, cámara web, teclado retroiluminado, huella digital, Windows 10 Pro (renovado)",HP,379.0,412.1,8.0,Con stock completo,3.1,725.0,62.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",RUZAVA,209.99,250.0,16.0,Con stock completo,4.8,13.0,96.0
"2018 Dell Latitude 7390 13.3 pulgadas FHD PC portátil (Intel Quad Core i7-8650U, 16GB RAM, 512GB SSD, cámara, WiFi, Thunderbolt 3) Win 10 Pro (renovado)",DELL,295.11,320.7,8.0,Solo queda(n) 15 en stock,4.1,140.0,82.0
"Lenovo IdeaPad 3 Laptop, pantalla HD+ de 17.3 pulgadas, Intel Core i7-1165G7, gráficos Intel Iris Xe, Wi-Fi 6, lector de huellas dactilares, larga duración de la batería, Windows 11 (36 GB de RAM ,  SSD PCIe de 1 TB)",LENOVO,949.0,981.2,3.3,Con stock completo,4.5,42.0,90.0
"Dell Latitude 7480 Laptop - Intel Core i5-7300U CPU 2.60GHz, 16GB RAM, SSD de 256GB, pantalla HD 14, cámara web, Windows 10 Pro (renovado)",DELL,227.0,262.2,13.4,Solo queda(n) 2 en stock,4.1,210.0,82.0
"ASUS ZenBook 14 - Laptop ultrafina de 14 pulgadas, pantalla FHD de 14 pulgadas, CPU AMD Ryzen 9 5900HX, gráficos Radeon Vega 7, 16 GB de RAM, SSD PCIe de 1 TB, NumberPad, Windows 11 Pro, gris pino, UM425QA-XH99",ASUS,999.0,1047.8,4.7,Con stock completo,4.3,123.0,86.0
"Dell Chromebook 11 3180 11.6 pulgadas 4 GB ,  Laptop tradicional SSD de 16 GB (negro) (renovado)",DELL,69.0,115.5,40.3,Con stock completo,3.9,33.0,78.0
"HP Chromebook insignia más reciente, pantalla HD de 11.6 pulgadas (1366 x 768), procesador Intel Celeron N3350, 4GB LPDDR2, 32GB eMMC, Chrome OS, HD Graphics 500, 11A-NB0013DX, gris ceniza",HP,131.99,183.3,28.0,Solo queda(n) 18 en stock,4.5,1641.0,90.0
"Lenovo Ideapad - Laptop estudiantil de 14 pulgadas, Intel Pentium Silver N5030 de 4 núcleos, hasta 3.1 GHz, 4 GB de RAM, 256 GB de almacenamiento, 1 año Office 365, WIFI6, cámara web, Bluetooth, Windows 11",LENOVO,219.0,250.3,12.5,Con stock completo,4.5,12.0,90.0
"Acer Laptop FHD 2023 de 17 pulgadas, procesador Intel Celeron N de hasta 2.78 GHz, 4 GB de RAM, 128 GB de almacenamiento (64 GB SSD+64 GB MicroSD), gráficos Intel 4K, WiFi ultra rápido, Chrome OS, Dale Silver (renovado)",ACER,209.99,262.5,20.0,Con stock completo,5.0,2.0,100.0
"Computadora portátil HP 15.6"" FHD 2022, Intel Core i5-1135G7 de 11ª generación (Beats Intel i7-1065G7), 16 GB de RAM, SSD PCIe de 512 GB, gráficos Iris X, cámara web HD, HDMI, Bluetooth, Win11, plata, tarjeta USB de 32 GB",HP,579.0,606.8,4.6,Con stock completo,4.2,162.0,84.0
"ASUS ROG Strix G15 (2022), pantalla IPS FHD de 15.6 pulgadas, NVIDIA GeForce RTX 3050, AMD Ryzen 7 6800H, DDR5 de 16 GB, SSD de 1 TB, teclado RGB, Windows 11 Home, G513RC-IS74",ASUS,1199.99,1240.7,3.3,Con stock completo,4.5,42.0,90.0
"HP Laptop 14, AMD Ryzen 5 5500U, 8 GB de RAM, almacenamiento SSD de 256 GB, pantalla Full HD de 14 pulgadas, Windows 11 Home, delgada y portátil, pantalla microborde y antirreflejos, larga duración de la batería (14-fq1025nr, 2021)",HP,399.0,438.7,9.0,Solo queda(n) 2 en stock,4.5,1084.0,90.0
"Lenovo Laptop IdeaPad 3 2022 FHD de 15.6 pulgadas, AMD 8-Core Ryzen 7 5825U (Beat i7-1260P), 16 GB DDR4 RAM, 512 GB PCIe SSD, USB-C, HDMI, lector de tarjetas SD, KB retroiluminado, lector FP, teclado, Abyss Blue, Win 11",LENOVO,604.99,623.2,2.9,Solo queda(n) 18 en stock,1.0,2.0,20.0
"Laptop Dell Inspiron 17 7000 2 en 1 de 17 pulgadas QHD pantalla táctil de 11ª generación Intel Core i7-1165G7 72G RAM 16TB Nvme SSD, Intel Iris Xe, Thunderbolt 4 Window 10 Pro",DELL,1199.99,1234.5,2.8,Con stock completo,4.2,67.0,84.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Red",RUZAVA,209.99,252.1,16.7,Con stock completo,4.6,6.0,92.0
"Coolby Laptop con Windows 11 2023, pantalla IPS de 15.6 pulgadas, pantalla IPS de 1920 x 1080, 12 GB DDR4 RAM ,  256 GB SSD, procesador Intel J4125 Quad-Core, compatible con WiFi de 2.4G, 5G, BT, teclado de tamaño completo",COOLBY,319.0,361.4,11.7,Con stock completo,4.4,28.0,88.0
"Laptop HP 2020 HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, 4 GB DDR4, 64 GB de almacenamiento eMMC, WiFi 5, cámara web, HDMI, Windows 10 S , Accesorios legendarios (compatible con Google Classroom o Zoom) (oro rosa)",HP,319.99,341.4,6.3,Con stock completo,4.5,2587.0,90.0
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",LENOVO,219.0,243.9,10.2,Con stock completo,4.0,29.0,80.0
"Lenovo ThinkPad T490 14,0"" FHD (1920x1080) 250 nits IPS Pantalla antirreflejante - Procesador Intel Core i5-8265U 16 GB de RAM, 512 GB de SSD PCIe-NVMe, Windows 10 Pro 64 bits (renovado)",LENOVO,315.0,349.8,10.0,Con stock completo,4.6,18.0,92.0
"ASUS - Laptop L210 11.6 pulgadas Ultra Thin, Procesador Intel Celeron N4020, 4GB de RAM, 64GB de almacenamiento eMMC, Windows 10 Home en Modo S con un año de Office 365 Personal, L210MA-DB02",ASUS,149.59,173.9,14.0,Con stock completo,4.2,561.0,84.0
"HP Portátil de 17.3 pulgadas, Intel Core i5-1135G7 de 11ª generación, gráficos Intel Iris Xe, 8 GB de RAM, SSD de 512 GB, Windows 11 Home (17.3-cn0026nr, plata natural)",HP,588.0,626.4,6.1,Solo queda(n) 15 en stock,4.5,426.0,90.0
"HP X360 14a Chromebook Portátil con pantalla táctil HD de 14 pulgadas, entretenimiento desde cualquier ángulo Intel Celeron, 4 GB DDR4 64 GB eMMC WiFi, cámara web, altavoces, estéreo, Bluetooth 4.2, cromo azul metálico color (renovado)",HP,198.0,226.4,12.5,Solo queda(n) 19 en stock,4.5,1307.0,90.0
"ASUS Vivobook Go 15 L510 - Computadora portátil delgada y ligera, pantalla FHD de 15.6 pulgadas, procesador Intel Celeron N4020, 4 GB de RAM, almacenamiento de 64 GB, Windows 11 Home en modo S, Microsoft 365, Star Black, L510MA-AS02",ASUS,204.99,240.9,14.9,Solo queda(n) 1 en stock,4.2,634.0,84.0
"HP 15 Notebook, portátil con pantalla HD de 15.6 pulgadas, Intel Core i3-1115G4, 16 GB DDR4 RAM, SSD de 1 TB, cámara web, HDMI, Wi-Fi, Windows 11 Home, plata natural",HP,458.88,471.7,2.7,Solo queda(n) 10 en stock,4.4,246.0,88.0
"HP Nueva computadora portátil empresarial HD de 14 pulgadas, 4 núcleos i5-1135G7 (hasta 4.2 GHz, Beat i7-1060G7), 16 GB de RAM, 512 GB PCIe SSD, gráficos Iris Xe, cámara web, WiFi, Bluetooth, Win 11 Home, con mouse para juegos GM",HP,589.0,618.8,4.8,Con stock completo,4.3,70.0,86.0
"HP Laptop Flagship 15.6 HD Pavilion para negocios y estudiantes, procesador Intel Pentium Quad-Core, 16 GB de RAM, 1 TB SSD, conferencias en línea, cámara web, HDMI, WiFi, Bluetooth, carga rápida, Win11",HP,549.0,563.5,2.6,Solo queda(n) 18 en stock,4.4,117.0,88.0
"Computadora portátil 2020 insignia HP 14 Chromebook 14"" HD, SVA, pantalla antirreflejos, procesador Intel Celeron 4 GB DDR4, 64GB eMMC, retroiluminado, WiFi, Webcam, SO Chrome (renovado)",HP,157.99,192.2,17.8,Solo queda(n) 1 en stock,4.4,2385.0,88.0
"ASUS ROG Strix Scar 18 (2023), pantalla de nebulosa de 18 pulgadas 16:10 QHD 240Hz, 3ms, GeForce RTX 4090, Intel Core i9-13980HX, 32GB DDR5, 2TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G834JY-XS97",ASUS,4399.0,4436.5,0.8,Solo queda(n) 1 en stock,4.3,37.0,86.0
"Gateway Laptop FHD Ultra Slim de 15.6 pulgadas, Quad-Core Pentium Silver N5030 hasta 3.1 GHz, 4 GB de RAM, 128 GB eMMC, WiFi, Bluetooth, carbón (renovado)",GATEWAY,174.99,196.3,10.9,Con stock completo,3.8,22.0,76.0
"Lenovo Laptop Ideapad 1i mejoradas 2022, computadora HD de 14 pulgadas, Intel Celeron N4020, 4 GB de RAM, SSD de 128 GB (SSD de 64 GB + tarjeta de 64 GB), Office 365, cámara web, Wi-Fi, Bluetooth, Windows 11, cable HDMI LIONEYE",LENOVO,199.99,254.8,21.5,Con stock completo,4.1,66.0,82.0
"Lenovo IdeaPad Laptop de 15.6 pulgadas, pantalla HD antirreflejos, procesador AMD de doble núcleo, 20 GB RAM 1 TB SSD, WiFi6 Bluetooth5, batería de 9.5 horas, accesorios Windows 11 + GM",LENOVO,398.0,429.5,7.3,Con stock completo,4.4,9.0,88.0
"ASUS Vivobook - Portátil HD ligero y delgado de 14 pulgadas 2023, AMD Ryzen 3 3250 (hasta 3.5 GHz), Intel HD Graphics 5000, 12 GB de RAM, 512 GB PCIe SSD, Wi-Fi 5, HDMI, Win 11 Home, gris + accesorios 3 en 1",ASUS,399.0,426.5,6.4,Con stock completo,4.4,2.0,88.0
"HP Laptop 15, procesador Intel Core i5-1135G7 de 11ª generación, 8 GB de RAM, almacenamiento SSD de 256 GB, pantalla IPS Full HD de 15.6 pulgadas, Windows 10 Home, carga rápida HP, diseño ligero (15-dy2021nr, 2020)",HP,615.73,632.3,2.6,Con stock completo,4.4,2431.0,88.0
"ASUS C423NA Chromebook 14"" HD Laptop (Intel Dual Core Celeron Processor N3350, 4GB DDR4 RAM, 64GB SSD) Webcam, WiFi, Bluetooth, Type-C, Google Chrome OS - Silver (Renewed)",ASUS,125.0,155.8,19.8,Solo queda(n) 18 en stock,4.1,1222.0,82.0
"Laptop Acer Aspire 5 Slim 2022, IPS Full HD de 15.6 pulgadas, procesador AMD Ryzen 3 3350U Quad-Core, 12 GB DDR4 RAM, 512 GB SSD, Intel WiFi 6, KB retroiluminado, lector de huellas dactilares, Amazon Alexa, Windows 11",ACER,489.59,536.7,8.8,Con stock completo,4.5,341.0,90.0
"Dell Latitude 3180 Education 11.6 HD - Intel Celeron N3350 2.4 GHz, 4 GB, 64 GB SSD, Bluetooth, Windows 10 Professional (renovado)",DELL,125.0,176.8,29.3,Con stock completo,4.2,64.0,84.0
"HP Laptop empresarial FHD de 15.6 pulgadas 2022, AMD Ryzen 5 5500U CPU de 6 núcleos (Beat i7-1160G7, hasta 4 GHz), 16 GB de RAM, SSD PCIe NVMe de 512 GB, gráficos AMD Radeon, WiFi, Windows 11, azul + accesorios genéricos",HP,509.0,538.9,5.6,Solo queda(n) 7 en stock,4.2,363.0,84.0
"Lenovo ThinkPad T480s - Laptop con pantalla mate, 14 IPS FHD (1920x1080), Intel Core i7-8650U 4.20 GHz, 24 GB de RAM, SSD de 512 GB, lector de huellas dactilares, compatible con Windows 10 Pro, color negro, renovado",LENOVO,505.99,532.9,5.0,Solo queda(n) 10 en stock,4.0,52.0,80.0
"Fast Dell Latitude E5470 HD Business Laptop PC (Intel Core i5-6300U, 8GB RAM, 256GB SSD de estado sólido, HDMI, cámara, WiFi, lector de tarjetas SC) Win 10 Pro (renovado)",DELL,178.0,200.1,11.0,Solo queda(n) 2 en stock,4.1,1451.0,82.0
"Lenovo - Legion 5 - Laptop para juegos - AMD Ryzen 5 5600H - 8GB DDR4 RAM - 512GB NVMe TLC SSD - NVIDIA GeForce RTX 3060 Graphics - 15.6"" FHD 120 Hz - Windows 11 Home - Azul fantasma",LENOVO,1037.99,1079.8,3.9,Con stock completo,4.5,43.0,90.0
